centre_code,centre_name,organisation_type,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,spark_certified,last_updated,latitude,longtitude,placeId
KG1236,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 125 (KN),AOP,64870285,na,125 Hougang Avenue 1 #01-1470 S(530125),530125,www.pcf.org.sg,No,25/10/17,,,
KG1234,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 23 (KN),AOP,62882522,na,23 Hougang Avenue 3 #01-303 S(530023),530023,www.pcf.org.sg,Yes,25/10/17,,,
KG1355,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 642 (KN),AOP,67908526,na,642 Jurong West Street 61 #01-60 S(640642),640642,www.pcf.org.sg,Yes,25/10/17,,,
KG1365,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 654B (KN),AOP,67922802,na,654B Jurong West Street 61 #01-490 S(642654),642654,www.pcf.org.sg,Yes,25/10/17,,,
KG1367,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 662B (KN),AOP,67944987,na,662B Jurong West Street 64 #01-312 S(642662),642662,www.pcf.org.sg,Yes,25/10/17,,,
KG1364,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 665A (KN),AOP,67918003,pioneer665a@gmail.com,665A Jurong West Street 64 #01-160 S(641665),641665,www.pcf.org.sg,Yes,25/10/17,,,
KG1100,PCF SPARKLETOTS PRESCHOOL @ POTONG PASIR Blk 143 (KN),AOP,62881720,na,143 Potong Pasir Avenue 2 #01-24 S(350143),350143,www.pcf.org.sg,No,25/10/17,,,
KG1489,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST Blk 303A (KN),AOP,65562747,na,303A Punggol Central #01-782 S(821303),821303,www.pcf.org.sg,Yes,25/10/17,,,
KG1604,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST Blk 676B (DS),AOP,68817901,na,676B Punggol Drive #02-724 S(822676),822676,www.pcf.org.sg,No,25/10/17,,,
KG1262,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 103 (KN),AOP,64897584,na,103 Rivervale Walk #01-86 S(540103),540103,www.pcf.org.sg,Yes,25/10/17,,,
KG1265,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 124A (KN),AOP,68816605,na,124A Rivervale Drive #01-193 S(541124),541124,www.pcf.org.sg,Yes,25/10/17,,,
KG1263,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 143 (KN),AOP,63889486,na,143 Rivervale Drive #01-557 S(540143),540143,www.pcf.org.sg,Yes,25/10/17,,,
KG1269,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 187B (KN),AOP,64897845,na,187B Rivervale Drive #01-866 S(542187),542187,www.pcf.org.sg,Yes,25/10/17,,,
KG1491,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 105D (KN),AOP,63154294,na,105D Edgefield Plains #01-59 S(824105),824105,www.pcf.org.sg,Yes,25/10/17,,,
KG1490,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 171C (KN),AOP,63438409,punggol.north@pcf.org.sg,171C Edgedale Plains #01-438 S(823171),823171,www.pcf.org.sg,Yes,25/10/17,,,
KG1492,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 174D (KN),AOP,63866497,na,174D Edgedale Plains #01-193 S(824174),824174,www.pcf.org.sg,Yes,25/10/17,,,
KG1596,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 663A (DS),AOP,63153800,na,663A Punggol Drive #01-260 S(821663),821663,www.pcf.org.sg,No,25/10/17,,,
KG1512,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST Blk 271A (KN),AOP,67020790,na,271A Punggol Walk #01-509 S(821271),821271,www.pcf.org.sg,Yes,25/10/17,,,
KG1593,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST Blk 308B (DS),AOP,64448032,na,308B Punggol Walk #01-364 S(822308),822308,www.pcf.org.sg,No,25/10/17,,,
KG1031,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN Blk 3 (KN),AOP,62720556,na,3 Jalan Bukit Merah #01-5118 S(150003),150003,www.pcf.org.sg,Yes,25/10/17,,,
KG1024,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN Blk 53A (KN),AOP,64751912,na,53A Strathmore Avenue #01-01 S(143053),143053,www.pcf.org.sg,No,25/10/17,,,
KG1005,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 108 (KN),AOP,62742864,nanrm108@hotmail.com,108 Bukit Purmei Road #01-105 S(090108),90108,www.pcf.org.sg,Yes,25/10/17,,,
KG1004,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 21 (KN),AOP,62705346,pcfrm21@hotmail.com,21 Telok Blangah Crescent #01-52 S(090021),90021,www.pcf.org.sg,Yes,25/10/17,,,
KG1033,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 70A (KN),AOP,64794281,pcfrm70a@hotmail.com,70A Redhill Close #07-01 S(151070),151070,www.pcf.org.sg,Yes,25/10/17,,,
KG1032,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 87 (KN),AOP,64721620,na,87 Redhill Close #01-582 S(150087),150087,www.pcf.org.sg,Yes,25/10/17,,,
KG1459,PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 507D (KN),AOP,67528815,na,507D Wellington Circle #01-94 S(754507),754507,www.pcf.org.sg,No,25/10/17,,,
KG1447,PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 786B (KN),AOP,63695157,na,786B Woodlands Drive 60 #01-97 S(732786),732786,www.pcf.org.sg,Yes,25/10/17,,,
KG1436,PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 789 (KN),AOP,63637978,na,789 Woodlands Avenue 6 #01-663 S(730789),730789,www.pcf.org.sg,No,25/10/17,,,
KG1266,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 206A (KN),AOP,64892370,na,206A Compassvale Lane #01-67 S(541206),541206,www.pcf.org.sg,Yes,25/10/17,,,
KG1264,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 231 (KN),AOP,68817901,na,231 Compassvale Walk #01-436 S(540231),540231,www.pcf.org.sg,No,25/10/17,,,
KG1270,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 277B (KN),AOP,65563209,na,277B Compassvale Link #01-264 S(542277),542277,www.pcf.org.sg,Yes,25/10/17,,,
KG1271,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 292B (KN),AOP,68755725,na,292B Compassvale Street #01-206 S(542292),542292,www.pcf.org.sg,Yes,25/10/17,,,
KG1482,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 443 (KN),AOP,66366816,na,443 Fernvale Road #01-411 S(790443),790443,www.pcf.org.sg,Yes,25/10/17,,,
KG1240,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 452 (DS),AOP,63871004,na,452 Hougang Avenue 10 #01-575 S(530452),530452,www.pcf.org.sg,Yes,25/10/17,,,
KG1242,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 535 (KN),AOP,63851030,punggolsouth535@gmail.com,535 Hougang Street 52 #01-18 S(530535),530535,www.pcf.org.sg,Yes,25/10/17,,,
KG1268,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 303A (KN),AOP,63122961,pcfskwkn303@gmail.com,303A Anchorvale Link #01-82 S(541303),541303,www.pcf.org.sg,Yes,25/10/17,,,
KG1584,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 330A (DS),AOP,63851420,pcfsw330a@gmail.com,330A Anchorvale Street #01-519 S(541330),541330,www.pcf.org.sg,No,25/10/17,,,
KG1591,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 416A (KN),AOP,63150657,na,416A Fernvale Link #01-106 S(791416),791416,www.pcf.org.sg,No,25/10/17,,,
KG1483,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 436D (KN),AOP,62420807,na,436D Fernvale Road #01-156 S(791436),791436,www.pcf.org.sg,Yes,25/10/17,,,
KG1279,PCF SPARKLETOTS PRESCHOOL @ SERANGOON Blk 125 (KN),AOP,62871862,na,125 Serangoon North Avenue 1 #01-133 S(550125),550125,www.pcf.org.sg,Yes,25/10/17,,,
KG1281,PCF SPARKLETOTS PRESCHOOL @ SERANGOON Blk 226 (KN),AOP,62846683,na,226 Serangoon Avenue 4 #01-149 S(550226),550226,www.pcf.org.sg,Yes,25/10/17,,,
KG1162,PCF SPARKLETOTS PRESCHOOL @ SIGLAP Blk 170 (KN),AOP,62412678,na,170 Bedok South Road #01-354 S(460170),460170,www.pcf.org.sg,No,25/10/17,,,
KG1341,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG Blk 352 (KN),AOP,62656991,na,352 Kang Ching Road #01-71 S(610352),610352,www.pcf.org.sg,Yes,25/10/17,,,
KG1218,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 725 (DS),AOP,67893677 | 67886206,na,725 Tampines Street 71 #01-179 S(520725),520725,www.pcf.org.sg,Yes,25/10/17,,,
KG1220,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 856 (KN),AOP,67894598,na,856 Tampines Street 82 #01-279 S(520856),520856,www.pcf.org.sg,Yes,25/10/17,,,
KG1566,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 868A (KN),AOP,63416820,na,868A Tampines Avenue 8 #01-534 S(520868),520868,www.pcf.org.sg,No,25/10/17,,,
KG1206,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 261 (KN),AOP,67861110,pcfte261@singnet.com.sg,261 Tampines Street 21 #01-300 S(520261),520261,www.pcf.org.sg,Yes,25/10/17,,,
KG1207,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 262 (DS),AOP,67834463,pcfte262@Gmail.com,262 Tampines Street 21 #01-272 S(520262),520262,www.pcf.org.sg,Yes,25/10/17,,,
KG1216,PCF SPARKLETOTS PRESCHOOL @ TAMPINES NORTH Blk 483 (KN),AOP,67853919,na,483 Tampines Street 43 #01-202 S(520483),520483,www.pcf.org.sg,Yes,25/10/17,,,
KG1203,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST Blk 140 (KN),AOP,67821177,tampwesteductr@gmail.com,140 Tampines Street 12 #01-426 S(520140),520140,www.pcf.org.sg,Yes,25/10/17,,,
KG1222,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST Blk 887 (KN),AOP,67836365,tampwesteductr@gmail.com,887 Tampines Street 81 #01-1006 S(520887),520887,www.pcf.org.sg,No,25/10/17,,,
KG1223,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 106 (KN),AOP,67885334,na,106 Tampines Street 11 #01-333 S(521106),521106,www.pcf.org.sg,Yes,25/10/17,,,
KG1208,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 284 (KN),AOP,67840156,na,284 Tampines Street 22 #01-149 S(520284),520284,www.pcf.org.sg,Yes,25/10/17,,,
KG1209,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 318 (KN),AOP,65873461,na,318 Tampines Street 33 #01-80 S(520318),520318,www.pcf.org.sg,Yes,25/10/17,,,
KG1211,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 358 (KN),AOP,62602059,pcfte358@singnet.com.sg,358 Tampines Street 33 #01-666 S(520358),520358,www.pcf.org.sg,Yes,25/10/17,,,
KG1035,PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU Blk 130 (KN),AOP,62702191,na,130 Kim Tian Road #01-157 S(160130),160130,www.pcf.org.sg,Yes,25/10/17,,,
KG1002,PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU Blk 1E (KN),AOP,66348341,na,1E Cantoment Road #03-49 S(085501),85501,www.pcf.org.sg,Yes,25/10/17,,,
KG1293,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 301 (KN),AOP,64564995,na,301 Ang Mo Kio Street 31 #01-1814 S(560301),560301,www.pcf.org.sg,Yes,25/10/17,,,
KG1297,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 466 (KN),AOP,64586623,na,466 Ang Mo Kio Avenue 10 #01-1034 S(560466),560466,www.pcf.org.sg,Yes,25/10/17,,,
KG1022,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 2 (KN),AOP,67731760,dover.tbpcf@yahoo.com,2 Dover Road #01-342 S(130002),130002,www.pcf.org.sg / www.tbpcf.org,Yes,25/10/17,,,
KG1007,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 78A (DS),AOP,62701511,tbpcf78a@yahoo.com,78A Telok Blangah Street 32 #03-01 S(101078),101078,www.pcf.org.sg / www.tbpcf.org,Yes,25/10/17,,,
KG1085,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 157 (KN),AOP,63561823,na,157 Lorong 1 Toa Payoh #01-1243 S(310157),310157,www.pcf.org.sg,Yes,25/10/17,,,
KG1084,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 97 (KN),AOP,63538058,na,97 Lorong 3 Toa Payoh #01-60 S(310097),310097,www.pcf.org.sg,Yes,25/10/17,,,
KG1081,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH EAST-NOVENA Blk 6 (KN),AOP,62558297,na,6 Lorong 7 Toa Payoh #01-181 S(310006),310006,www.pcf.org.sg,Yes,25/10/17,,,
KG1086,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 205 (KN),AOP,62526930,na,205 Toa Payoh North #01-1175 S(310205),310205,www.pcf.org.sg,Yes,25/10/17,,,
KG1082,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 45 (DS),AOP,62591737,na,45 Lorong 5 Toa Payoh #01-149 S(310045),310045,www.pcf.org.sg,Yes,25/10/17,,,
KG1062,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN Blk 24 (KN),AOP,64683612,pcfulupandan@gmail.com,24 Ghim Moh Link #03-01 S(270024),270024,www.pcf.org.sg,Yes,25/10/17,,,
KG1018,PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 702 (KN),AOP,68731802,na,702 West Coast Rd #01-347 S(120702),120702,www.pcf.org.sg,Yes,25/10/17,,,
KG1019,PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 728 (KN),AOP,67782677,na,728 Clementi West Street 2 #01-390 S(120728),120728,www.pcf.org.sg,Yes,25/10/17,,,
KG1094,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 106 (KN),AOP,63963731,na,106 Towner Road #01-434 S(322106),322106,www.pcf.org.sg,No,25/10/17,,,
KG1093,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN),AOP,62535610,na,112 Whampoa Road #01-83 S(321112),321112,www.pcf.org.sg,Yes,25/10/17,,,
KG1091,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 85 (KN),AOP,62543823,na,85 Whampoa Drive #01-248 S(320085),320085,www.pcf.org.sg,Yes,25/10/17,,,
KG1426,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 364 (KN),AOP,62696762,na,364 Woodlands Avenue 5 #01-478 S(730364),730364,www.pcf.org.sg,Yes,25/10/17,,,
KG1444,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 899B (KN),AOP,63651958,na,899B Woodlands Drive 50 #01-276 S(731899),731899,www.pcf.org.sg,Yes,25/10/17,,,
KG1432,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 652 (KN),AOP,63668398,b652pcf@gmail.com,652 Woodlands Ring Road #01-386 S(730652),730652,www.pcf.org.sg,Yes,25/10/17,,,
KG1433,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 730 (KN),AOP,63695170,na,730 Woodlands Circle #01-25 S(730730),730730,www.pcf.org.sg,Yes,25/10/17,,,
KG1440,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 875 (KN),AOP,63631589,pcf875@gmail.com,875 Woodlands Street 82 #01-548 S(730875),730875,www.pcf.org.sg,Yes,25/10/17,,,
KG1407,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 608 (KN),AOP,67609233,na,608 Choa Chu Kang Street 62 #01-103 S(680608),680608,www.pcf.org.sg,Yes,25/10/17,,,
KG1410,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 682 (KN),AOP,67621701,na,682 Choa Chu Kang Crescent #01-504 S(680682),680682,www.pcf.org.sg,Yes,25/10/17,,,
KG1414,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 690D (KN),AOP,67609368,na,690D Choa Chu Kang Crescent #01-74 S(684690),684690,www.pcf.org.sg,Yes,25/10/17,,,
KG1291,PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 121 (KN),AOP,64536490,na,121 Ang Mo Kio Avenue 3 #01-1711 S(560121),560121,www.pcf.org.sg,Yes,25/10/17,,,
KG1292,PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 235 (KN),AOP,64567874,na,235 Ang Mo Kio Avenue 3 #01-1114 S(560235),560235,www.pcf.org.sg,Yes,25/10/17,,,
KG1302,PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 644 (KN),AOP,64536497,na,644 Ang Mo Kio Ave 4 #01-850 S(560644),560644,www.pcf.org.sg,No,25/10/17,,,
KG1332,PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 223A (KN),AOP,65632616,na,223A Jurong East Street 21 #01-851 S(601223),601223,www.pcf.org.sg,Yes,25/10/17,,,
KG1329,PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 251 (KN),AOP,65656401,na,251 Jurong East Street 24 #01-110 S(600251),600251,www.pcf.org.sg,Yes,25/10/17,,,
KG1331,PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 317 (KN),AOP,65654149,na,317 Jurong East Street 31 #01-14 S(600317),600317,www.pcf.org.sg,Yes,25/10/17,,,
KG1392,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 455A (KN),AOP,66848755,na,455A Segar Road #01-01 S(671455),671455,www.pcf.org.sg,Yes,25/10/17,,,
KG1389,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 528 (KN),AOP,67635767,na,528 Jelapang Road #01-79 S(670528),670528,www.pcf.org.sg,Yes,25/10/17,,,
KG1391,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 620 (KN),AOP,63104620,zhenghua@pcf.org.sg,620 Bukit Panjang Ring Road #01-828 S(670620),670620,www.pcf.org.sg,Yes,25/10/17,,,
KG1011,Pearlbank Montessori Kindergarten,Commercial,67746093,pearlbnk@singnet.com.sg,302 Pasir Panjang Road S(118643),118643,www.pbkindy.com.sg,No,25/10/17,,,
KG1198,Pentecost Methodist Church Kindergarten,NFP,65817728,pmckadmin@pmc.org.sg,4 Pasir Ris Drive 6 S(519420),519420,www.pmc.org.sg,Yes,25/10/17,,,
KG1071,Pibos Garden Preschool,Commercial,64662639,Sabrina.james@pibospreschool.com,1 Dunearn Close S(299574),299574,pibospreschool.com,No,25/10/17,,,
KG1560,Pink Tower Montessori,Commercial,64442582,enquiries@pinktower.edu.sg,252 Tembeling Road #01-07 S(423731),423731,na,No,25/10/17,,,
KG1513,Prodigy Preschool,Commercial,67856607,na,497C Tampines Street 45 #01-54 S(522497),522497,na,No,25/10/17,,,
KG1134,Pu Hui Kindergarten,NFP,63444331,puhui@singnet.com.sg,8 Lorong 102 Changi Road S(426603),426603,www.puhui.edu.sg,No,25/10/17,,,
KG1481,Putra - Putri Kindergarten,Commercial,63625424,putraputrikindy@yahoo.com.sg,408 Woodlands Street 41 S(730408),730408,na,No,25/10/17,,,
KG1571,Quayside Isle Preparatory School,Commercial,62357527,info@quips.sg,31 Ocean Way #01-17 S(098375),98375,www.quips.edu.sg,No,25/10/17,,,
KG1027,Queenstown Good Shepherd Kindergarten,NFP,64793382,kindergarten@cogsanglican.org,2 Dundee Road S(149454),149454,na,No,25/10/17,,,
KG1028,Queenstown Lutheran Church Kindergarten,NFP,64757458,principal@qlc.org.sg,709 Commonwealth Drive S(149601),149601,na,Yes,25/10/17,,,
KG1110,Raffles Montessori Kindergarten (Aljunied),Commercial,67452722,info@rafflesmontessorikindergarten.com,Fansida Building 46 Lorong 23 Geylang #04-46C S(388375),388375,na,No,25/10/17,,,
KG1130,Raffles Montessori Kindergarten (Still Road),Commercial,63440077,info@rafflesmontessori.com.sg,105 Lorong Stangee S(425080),425080,www.rafflesmontessori.com.sg,No,25/10/17,,,
KG1563,Rainbow Cove Montessori,Commercial,63396372,jnielsen@rainbowcove.com.sg,Alexis 354 Alexandra Road S(159948),159948,na,No,25/10/17,,,
KG1261,Ramakrishna Mission Sarada Kindergarten,NFP,62885288,office@sarada.edu.sg,179 Bartley Road S(539784),539784,www.sarada.edu.sg,Yes,25/10/17,,,
KG1169,Ripples Montessori Kindergarten,Commercial,64422335,na,Picardy Garden 10 Jalan Pari Burong S(488676),488676,ripplesmontessori.com,No,25/10/17,,,
KG1185,Riverlife Kindergarten,NFP,65114168,office@riverlifekindergarten.org.sg,6 Loyang Besar Close S(509026),509026,www.riverlifekindergarten.org.sg,No,25/10/17,,,
KG1476,Saraswathy Darma Muneeswaran Kindergarten,NFP,67587421,admin@sdmkg.sg,838 Yishun Street 81 #01-322 S(760838),760838,www.sdmkg.sg,No,25/10/17,,,
KG1088,Saraswathy Kindergarten,NFP,62582744,admin@skg.sg,254 Kim Keat Avenue #01-110 S(310254),310254,www.skg.sg,Yes,25/10/17,,,
KG1507,Seeds D' Learning House,Commercial,62477271,admin@seeds-dlh.com,252 Tembeling Road #02-07 S(423731),423731,na,No,25/10/17,,,
KG1272,Sengkang Methodist Children Centre,NFP,63853041,joannelow@skmcc.org.sg,31 Anchorvale Road S(545056),545056,na,Yes,25/10/17,,,
KG1338,Seventh-day Adventist Kindergarten,NFP,65624932,leemei@sdak.edu.sg,90 Jurong East Street 13 S(609648),609648,www.sdak.edu.sg,Yes,25/10/17,,,
KG1184,Shalom Kindergarten,NFP,65810480,shalomkindergarten@gmail.com,4 Loyang Besar Close S(509025),509025,shalombpchurch.org/kindergarten,No,25/10/17,,,
KG1519,Singapore Hokkien Huay Kuan Pre-School,Commercial,65899503,enquiries@shhkpreschool.com.sg,5 Sennett Road S(466781),466781,www.shhkpreschool.com.sg,No,25/10/17,,,
KG1227,Soka Kindergarten,NFP,67844232,sokakindergarten@ssabuddhist.org,7 Tampines Street 92 S(528888),528888,www.sokakindergarten.org,No,25/10/17,,,
KG1133,Sri Sathya Sai Kindergarten,NFP,65811979,na,716 Pasir Ris St 72 #01-09 S(510716),510716,na,No,25/10/17,,,
KG1275,St. Anne's Church Kindergarten,NFP,63862007,stanne.kindergarten@gmail.com,66 Sengkang East Way S(548593),548593,na,No,25/10/17,,,
KG1371,St. Francis Of Assisi Kindergarten (Boon Lay),NFP,62618212,sfakgbl@yahoo.com.sg,200 Boon Lay Avenue S(649964),649964,na,No,25/10/17,,,
KG1370,St. Francis Of Assisi Kindergarten (Jurong West),NFP,65667767,sfakgjw@gmail.com,47 Jurong West Street 42 S(649368),649368,www.sfakgjw.edu.sg,No,25/10/17,,,
KG1289,St. Francis Xavier Kindergarten,NFP,62808929,sfx_kindergarten@sfxchurch.sg | sfxkindy@gmail.com,63A Chartwell Drive S(558758),558758,na,No,25/10/17,,,
KG1140,St. Hilda's Church Kindergarten,NFP,63443119,principal@shkindy.edu.sg,83 Ceylon Road S(429740),429740,www.shkindy.edu.sg,No,25/10/17,,,
KG1060,St. James' Church Kindergarten,NFP,62197246,leedon@sjck.org.sg,1 Leedon Road S(267828),267828,www.sjck.org.sg,Yes,25/10/17,,,
KG1600,St. James' Church Kindergarten (Gilstead),NFP,62546725,gilstead@sjck.org.sg,25 Gilstead Road S(309070),309070,www.sjck.org.sg,No,25/10/17,,,
KG1054,St. James' Church Kindergarten (Harding),NFP,64766026,info@sjck.org.sg,29 Harding Road S(249537),249537,www.sjck.org.sg,Yes,25/10/17,,,
KG1395,St. Joseph's Church Kindergarten,NFP,67601301,sjckdgn@singnet.com.sg,600 Upper Bukit Timah Road S(679331),679331,sjckccc.edu.sg,Yes,25/10/17,,,
KG1254,St. Paul's Church Kindergarten,NFP,62805418,adminsupport@spck.edu.sg,839 Upper Serangoon Road S(534682),534682,www.spck.edu.sg,No,25/10/17,,,
KG1284,St. Vincent De Paul Kindergarten,NFP,64840812,na,536 Serangoon North Ave 4 #01-187 S(550536),550536,na,No,25/10/17,,,
KG1497,Starland Kindergarten,Commercial,62417009,starland29a@yahoo.com,29A Chai Chee Avenue #01-74 S(461029),461029,na,No,25/10/17,,,
KG1508,Summer Montessori,Commercial,91552450,montessoriatsummer@gmail.com,The Agape 21 Yung Ho Road #01-04 S(618593),618593,www.summermontessori.com,No,25/10/17,,,
KG1059,Sunshine Kindergarten (Watten),Commercial,64666608,sunshinek.office@gmail.com,66 Namly Place S(267211),267211,www.sunshinekindergarten.com.sg,No,25/10/17,,,
KG1068,Swallows And Amazons Kindergarten,Commercial,67628158,lessons@swallowsandamazons.com.sg,200 Turf Club Road S(287994),287994,www.swallowsandamazons.com.sg,Yes,25/10/17,,,
KG1102,The Ascension Kindergarten,NFP,63821110,kindergarten@ascension.org.sg,11 Francis Thomas Drive S(359338),359338,kindergarten.ascension.org.sg/,Yes,25/10/17,,,
KG1006,The Capstone Kindergarten,NFP,62788823,enquiry@capstone.edu.sg,61 Wishart Road S(098716),98716,www.capstone.edu.sg,Yes,25/10/17,,,
KG1326,The Little House (Montessori) Kindergarten,Commercial,64692123,tlhmoffice@gmail.com,Bowland Blk 1 Brookvale Drive #01-07 S(599968),599968,www.thelittlehousemontessori.com,No,25/10/17,,,
KG1244,The Montessori Playroom Kindergarten,Commercial,63884033,dmp@montessori-playroom.com,806 Hougang Central #04-144 S(530806),530806,www.montessori-playroom.com,No,25/10/17,,,
KG1072,Thomson Road Baptist Kindergarten,NFP,62550111,trbk@trbc.org.sg,45 Thomson Road S(307584),307584,trbk.org.sg,No,25/10/17,,,
KG1090,Toa Payoh Methodist Church Kindergarten,NFP,63532651,admin@tpmckindergarten.edu.sg,480 Lorong 2 Toa Payoh S(319641),319641,www.tpmckindergarten.edu.sg,No,25/10/17,,,
KG1358,Tots Club Preschool,Commercial,67901882,totsclubpreschool@gmail.com,727 Jurong West Ave 5 #B1-182 S(640727),640727,www.totsclubpreschool.com,No,25/10/17,,,
KG1603,Totsville Montessori Kindergarten,Commercial,65828000,contact@totsville.com.sg,720 Pasir Ris Street 72 01-105 S(510720),510720,www.totsville.com.sg,No,25/10/17,,,
KG1605,Totsville Montessori Kindergarten (Bishan),Commercial,64559604,contact@totsville.com.sg,230 Bishan Street 23 #B1-35 S(570230),570230,www.totsville.com.sg,No,25/10/17,,,
KG1585,Totsville Montessori Preschool,Commercial,64813310,contact@totsville.com.sg,340 Ang Mo Kio Ave 1 #01-1687 S(560340),560340,www.totsville.com.sg,No,25/10/17,,,
KG1257,TPBC Kindergarten,NFP,62830196,admin@tpbckindergarten.org,20 Lorong Ah Soo S(536698),536698,www.tpbckindergarten.org,No,25/10/17,,,
